User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
Admin,ASIARY2ZSERHI7IORILR,2021-01-26T22:48:41Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,188.167.252.206,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonS3FullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",418fc518-0c58-4bbc-b277-039e85c9ed24,163a5a14-bb1e-446c-a1ea-9606af5754c4,false,AwsApiCall,122057532494,Management
CloudTrail,ASIARY2ZSERHLRU6HUNU,2021-01-26T22:43:11Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,188.167.252.206,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",AccessDenied,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-122057532494-787464a8""}]",66EC74F058E8C61E,5b40e88b-5ccf-4aac-bf78-32707af8b40e,false,AwsApiCall,122057532494,Management
CloudTrail,ASIARY2ZSERHLRU6HUNU,2021-01-26T22:43:11Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,188.167.252.206,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-122057532494-787464a8""}]",60B3813FD68908F9,60b3871f-f224-4db0-a699-d90df241ac2f,false,AwsApiCall,122057532494,Management
CloudTrail,ASIARY2ZSERHLRU6HUNU,2021-01-26T22:43:11Z,s3.amazonaws.com,CreateBucket,us-east-1,188.167.252.206,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-122057532494-787464a8""}]",8E14E57791FBBE9C,7e8cdfd2-4c31-47fd-ae32-10fdeb3bc86d,false,AwsApiCall,122057532494,Management
CloudTrail,ASIARY2ZSERHLRU6HUNU,2021-01-26T22:43:03Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,188.167.252.206,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",AccessDenied,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-122057532494-787464a8""}]",3E32E670CE89AD0F,5117ee7d-c50e-4f7d-a514-88806ad2f45e,false,AwsApiCall,122057532494,Management
CloudTrail,ASIARY2ZSERHLRU6HUNU,2021-01-26T22:43:03Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,188.167.252.206,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-122057532494-787464a8""}]",E24CCC3F4BAE0515,a0498455-6b4c-4b09-8939-076b9b45d350,false,AwsApiCall,122057532494,Management
CloudTrail,ASIARY2ZSERHLRU6HUNU,2021-01-26T22:43:03Z,s3.amazonaws.com,CreateBucket,us-east-1,188.167.252.206,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-122057532494-787464a8""}]",F0B7E5F3347E5886,b900e468-f8a1-4b90-a835-5922756a0ca1,false,AwsApiCall,122057532494,Management
CloudTrail,ASIARY2ZSERHLRU6HUNU,2021-01-26T22:39:15Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,188.167.252.206,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",AccessDenied,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-122057532494-da5421c4""}]",8A40FB9524166E5B,023aa912-eafe-4078-a42e-2013776273ab,false,AwsApiCall,122057532494,Management
CloudTrail,ASIARY2ZSERHLRU6HUNU,2021-01-26T22:39:15Z,s3.amazonaws.com,CreateBucket,us-east-1,188.167.252.206,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-122057532494-da5421c4""}]",D9F46EA3C9D020AC,bf4a0763-419f-4ea2-873a-3e6ea0290979,false,AwsApiCall,122057532494,Management
CloudTrail,ASIARY2ZSERHLRU6HUNU,2021-01-26T22:39:15Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,188.167.252.206,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.920 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-122057532494-da5421c4""}]",7A492FF51C4BCCF8,f429ad2f-af4e-4b06-b8e2-163f55b76d45,false,AwsApiCall,122057532494,Management
